http://movie.douban.com/subject/2078864/	绯闻女孩 第一季 Gossip Girl
(4星)	 喜欢Lily &amp;Rufus。             
(NA)	 就是两个巨蟹男和一个天蝎男的故事！！！             
(3星)	 现在看来，前两季难道是用劲爆的18禁镜头吸引观众群么…………S1E1相当之劲爆啊！            
(NA)	 看到第7集就弃了             
(NA)	 鸡肋 纯粹为了学美语            
(2星)	 服装搭配勉强可以看看。后来混乱的情节让我很不爽。            
(4星)	 出了狗血点，还是挺不错的。我是BC党~~            
(5星)	 追了四年多啊我擦            
(4星)	 一直都是断断续续地看这个剧。到最后看到N,C,B一起帮S的时候，狠狠地感动了一下。也决定追下去了。            
(5星)	 布雷克啊布雷克...花痴了...            
(3星)	 飞来飞去的大牌。            
(3星)	 感觉一般，是是非非，纷纷扰扰，就那样。            
(5星)	 追的我好辛苦....过后又觉得好轻松.....。            
(5星)	 其实没看第二季之前，第一季我是当背景音乐那么放着的。看了几遍也没搞懂到底要讲什么。            
(4星)	 帅哥美女各种混乱~看了这季就没在看啦 。。            
(3星)	 也就隨便看看第一季了，感覺沒什麽價值~            
(5星)	 觉得很有时尚影响力和深度的美剧            
(2星)	 岂一个混乱了得            
(3星)	 要多乱有多乱            
(2星)	 【美国上东区富二代性交录】如果说前两季还能理解为年轻人血气方刚不懂自制，那么后三季简直就是以杂交为目的疯狂乱搞。让我为自己曾经因为blair和chuck的感情而留下过眼泪感到非常的滑稽            
(4星)	 相比后面，第一部简直是高水准            
(5星)	 帅哥美女和衣服~            
(4星)	 本来不喜欢看的。。但是后来发现还是有看点。。一开始喜欢S。。            
(NA)	 敢再奢靡一点么？？？            
(5星)	 好吧，当排列组合的任意一种可能穷尽，是不是可以考虑NP了。            
(2星)	 我对这个题材实在不感冒，都好佩服自己能坚持看完第一季——不明白为毛这部剧的评价这么高？！            
(4星)	 怎一个乱字了得            
(3星)	 八卦也会腻歪            
(2星)	 看了几集，觉得剧情一般。Serena圣母地让我不舒服。就算有人觉得这部剧里的同龄人都穿得很成熟很漂亮好了，但是我认为自己不该把时间花在看这群无聊的上流社会富二代如何滥交上，第一季还没看完，果断弃剧！            
(5星)	 很潮很靡乱的上层社会，不过很好看            
(3星)	 当我看到第七集的时候，我无法坚持了。关系理不清，网还乱！果断，弃！            
(5星)	   太不错了，            
(4星)	 ❤            
(4星)	 虽然剧情是很幼稚 但是不能不爱他们的性格 魅力            
(3星)	 觉得grey&#39;s anatomy的排列组合乱搞剧情又重现了一次……blake满脸皱纹怎么就美了……            
(3星)	 剧情有点狗血 俊男靓女多            
(4星)	 喜欢B~            
(5星)	 爱CB            
(5星)	 越来越混乱            
(3星)	 练习口语⊙﹏⊙            
(NA)	 除了第一季，后面的没法看            
(3星)	 我不喜欢这个题材            
(NA)	 太混乱了            
(3星)	 not my style            
(3星)	 无视剧情，我完全是在看服装            
(3星)	 男男女女乱搞记！            
(4星)	 U know u love me.XOXO,Gossip girl~            
(NA)	 2季后无力回天后每当听到狂饭只能。。。。            
(3星)	 淫乱生活            
(NA)	 喜欢B和CHUCK            
(1星)	 彻头彻尾的肥皂剧            
(4星)	 大二看的 美剧总是坚持不到第二季            
(3星)	 。。。我不想再看下去了。。。            
(NA)	 大学时看了两季            
(5星)	 。            
(4星)	 很混乱            
(3星)	 岂一个乱字了得            
(4星)	 当时高2时候同桌女生推荐我看的……第一季蛮好看的，第2季开始就没有再看了，觉得很乱搞啊。            
(4星)	 刚开始觉得 挺无聊的。现在  越看越好看。              
(4星)	 喜欢little J~            
(NA)	 只有第一部是让我感动的 if u have friends like these, who need armys?            
(4星)	 呵呵后            
(1星)	 剧情土到家            
(NA)	 还是第一季好看呀，还是BC第一次滚床单经典~            
(4星)	 校园为主，人物关系还没有发展到后面几季这么纠结            
(5星)	None
(4星)	 因为carina和m喊我去看，结果就狂追            
(4星)	 人物关系很复杂。人物也比较多，有时会认不出。。。            
(5星)	 C&amp;B我真心希望你们能在一起            
(4星)	 Blake lively!!!!            
(NA)	 Season5-10    I`ve been so consumed with my own feelings,I wouldn`t let myself see how much she loves Chuck.(34:08)                
(3星)	None
(5星)	 大爱这一季里面的chuck bass            
(4星)	 关系好乱。            
(3星)	 剧情的确很狗血，男女各种排列组合。            
(4星)	 这才是经典嘛。            
(3星)	 有点狗血            
(4星)	 外形养眼，剧情狗血，追到了第四季终于看不下去了            
(NA)	 服装、画面都很养眼，就是有点受不了里面不停的杂交配对~到最后看下去的动力就是C和B啦~他俩真的很有爱啊~~最玩世不恭的小子其实内心才最痴情，这是很令人动心的情节            
(4星)	 第一季还是不错的。。。大爱Serena            
(3星)	 第一部最青春活力，不过后来几部人物关系太复杂就没继续看了            
(4星)	 第一季应该是s&amp;nate            
(NA)	 那时的他们多么的村~~            
(2星)	 个人原因，不喜欢这类片            
(4星)	 我承认很好看，但是关系太乱了，乱到我无法忍受            
(NA)	 足够真实，足够养眼，足够美剧            
(5星)	 细致            
(2星)	 。。。。。。            
(4星)	 去完纽约之后再看这个就有爱多了~ 学英语            
(3星)	 纠结吧，反正我是弃剧了            
(3星)	 把每集[哔——]的部分过掉就没几分钟了的感觉..而且后面几季也以N倍速看了看..这人物关系实在是接受无能...唯二的感觉就是：1.S真心美 2.J的乐队the pretty reckless真不错            
(NA)	 WHAT IS &#34;FRIEND&#34;?            
(5星)	 B~            
(5星)	 the best ever            
(NA)	 淫乱中也有真爱。            
(3星)	 只适合打发时间看            
(5星)	 成长的见证者            
(5星)	 CB            
(4星)	 这不剧跟随了我的成长，现在是高中            
(NA)	 比国内的偶像剧好多了，敢说，敢拍，敢投资，当然回报是不一样的            
(4星)	 第一季还是很吸引人的~            
(5星)	 第一季确实好看，但其实什么时装时尚的始终没入过我眼==            
(3星)	 每天各种party ，各种关系  各种乱            
(4星)	 有很大的触动....每个人都有自己的性格，每个人有每个人的魅力，真的是每个角色都很有个性！   哈哈，美女很多，看的很舒服总之，推荐！            
(5星)	 第一季真心不错。            
(3星)	 乱            
(4星)	 第一季刚扫完，剧情果真很紧凑。可惜在最后造成S和D分手的理由实在是有点说不通，还是比较喜欢B和C的欢喜冤家~有空继续II            
(4星)	 这剧一开始就挺能抓住人，B其实是最幸福的吧            
(NA)	 = =            
(5星)	 最爱            
(5星)	 good girl good friends            
(3星)	 简直就完美的诠释了“有情人终成兄妹”……            
(4星)	None
(3星)	 美剧看衣服            
(3星)	None
(5星)	 别人看衣服，我看手机            
(3星)	 主要是爱BC            
(3星)	 这季比上季好，追了那么多年不舍得弃剧。            
(3星)	 i really don&#39;t like any character in the episode, but it is a tv series worth to watch            
(5星)	 追了好几年的美剧 钟爱布莱克莱弗莉。            
(NA)	 第一季还是有价值~~越到后几季  真的忍不住想吐槽！            
(4星)	 第一季的S和D多美啊，B多缺心眼啊，C多放荡不羁迷倒无数少女啊，N多像万人迷啊，J和B竞相比赛谁更缺心眼啊。为什么到第五季……全都变了哇呜呜。            
(NA)	 drama queen            
(4星)	 我爱chuck，即使再混蛋，他也是真的执着于blair，爱情里最珍贵的就是执着吧            
(4星)	 追到四季一半放弃了。。。因为突然 为自己为编剧同时感到。。。好累，他们经理的事情 正常人经历一次就难以释怀了。为了剧情而剧情完全放弃了进度。。。所以还是sheldon 好看            
(3星)	 纯粹看俊男美女的美国上东区奢侈糜烂生活            
(NA)	 XOXO Gossip Girl            
(3星)	 愁死了，一季不如一季。跟heroes如出一辙啊。            
(4星)	 这个片子稍微看了一点，就乏了，也一直以为自己对于这个片子应该无感了。回头好好看看，发现还是有很多可取之处。特别奇怪的是一开始相比较喜欢的人，到了后面就竟然换了，一般我都是一根筋到底的。对于这个美剧本身还是不想多加评论，看看就好。            
(5星)	 我真是不知道说自己什么了 什么财管都没看的最后三天 把差不多一季的GG看完了 好吧 财管怎么吧 张萌你如果不缓考就可以去死了            
(NA)	 越看到后面越。。            
(NA)	 这是个复杂的情绪变化过程。前两集，讨厌c,喜欢s的扮演者，觉得s和d很配，对b无感。到季末，大爱b和c，讨厌j和d。。。。            
