http://movie.douban.com/subject/4195676/	巾帼枭雄之义海豪情 巾幗梟雄之義海豪情
(4星)	 还记得大学时坐在宿舍的床上和室友一人一边耳朵,轮换拿MP4看得热血沸腾.时不时会冒出一句:人生有多少个十年?四奶奶变成了九姑娘,柴九变成了刘醒,当年在鬼请你睇戏,恐怖鸡等片里不起眼的祥仔转身变成视帝黎叔,时光消逝,电影便是人生的剪影!            
(5星)	 超级喜欢邓萃雯，他不是女魔头，她也有柔情的一面。            
(5星)	 好好看噢！~            
(5星)	 真的是很棒的台庆剧 从未说过爱的两人对彼此如此信任 很难得。            
(1星)	 就是讨厌            
(NA)	 最喜欢智取集中营那一段            
(3星)	 雯姐的演戏太赞了，俗套的剧情中只看她一人飙戏！            
(5星)	 一直想着，追着的港剧。雯女个人魅力无法挡啊。            
(5星)	 经典中的经典了~            
(5星)	 有瑕疵，但是为了醒哥和九姑娘，又不理智的打分了。            
(5星)	 留守最尾一起哪怕历劫            
(4星)	 人生有几多个十年            
(5星)	 有些情节好狗血，但是算是一部好看的港剧啦            
(4星)	 邓萃雯气场强大            
(4星)	 比一精彩            
(4星)	 整个十年间完整看完的港产片拳拳到肉 好演技！            
(5星)	 一级棒！            
(5星)	 好多实力派~牛哄哄啊~            
(4星)	 较上一部拖，但大结局真是飙泪            
(5星)	 未惧身上被子弹留痕，维护你我却甘于舍身。谁为爱活过而无憾。            
(5星)	 很着急知道最后的结局，可是终于结局以后又空落落，很久没这样完整的看过一部TVB的剧集了，让我想起tvb红火的那些我的童年时候，很难受            
(3星)	 男女主角演的太用力，晴晴阳阳太吵太恶心            
(4星)	 真的好看啊  中间稍微有点做作            
(5星)	 拖了很久看完的片子 到很后面才让我真正感兴趣的确是很感人            
(4星)	 民国片我不是很爱，但这部还行~            
(NA)	 实至名归            
(NA)	 经典，感动！            
(5星)	 醒哥            
(5星)	 世间什么爱叫纯洁。。。            
(4星)	 去掉晴晴我觉得这片子就完美了= =...有点受不了她腻腻歪歪的。。。            
(4星)	 九姑娘的气场绝对强大。            
(3星)	 太用力了吧，努力看了很多次还是接受不到。。。            
(NA)	 经典！            
(5星)	 抗日战争那几集看得很纠结，哎            
(4星)	 人类已经无法阻止。。。            
(4星)	 好看！亲情、友情、爱情、义气包含在一起的片子，看的五味杂陈。            
(5星)	 那些艰难岁月，那些猪笼里的人们            
(4星)	 “我梁非凡三个字倒转写”……            
(5星)	 睇过廿年TVB电视剧中最好睇的一部            
(5星)	 邓萃雯的演技啊～看她就值五颗星。比较垃圾的是黄浩然和陈法拉那一对奇怪的情侣            
(4星)	 边骂边看 看得好激情            
(5星)	 经典之作。            
(5星)	 哭死 啊啊啊            
(5星)	 真心被开头骗了             
(NA)	 最后一节太催泪了·······            
(5星)	 满分推荐！            
(5星)	 纯爱的经典！！！            
(5星)	 越来越喜欢黎耀祥和邓萃雯了。            
(5星)	 这部剧注定要看八百遍。演员，剧情，情感演绎。都将我深深打动。我爱上了刘醒。            
(5星)	 超爱~看了很多遍，没词都感动的不行,眼睛的哭成熊猫啊            
(5星)	 值得一看            
(5星)	 雯女最赞~            
(5星)	 黎耀祥和邓萃雯 确实够默契            
(4星)	 这部剧，是仔细看的，邓演的还是相当不错的。九姑娘很经典。            
(5星)	 超级好看。。            
(3星)	 邓姐姐演的比较阿sa里，不太喜欢            
(5星)	 唯一看过，见人就推荐的电视连续剧。            
(NA)	 很好看            
(5星)	 九姑娘~~~            
(3星)	 - -狗尾~            
(5星)	 黎耀祥眼神温柔起来要杀死人啊            
(5星)	 TVB迷，这本电视真的很让我印象深刻。            
(5星)	 最后一集哭死我了~~~30年哇~~30年~~~~            
(5星)	 主角不是俊男美女但是感人至深啊。            
(5星)	 大时代的爱情            
(5星)	 看了乱世中的英雄和他们经历了生死的爱情，才觉得和平年代的“牛人”和偶像剧中的爱情都弱爆了。我从来没觉得八年抗日这么不容易，当终于演到1945年8月15日的时候，刹那间内牛满面啊！之前觉得黎耀祥在法证里很帅，看了义海豪情中的刘醒，才发现这才是一个真正有血有肉有脾气有豪情有胆识的侠客            
(3星)	 貌似没有第一部好看。            
(4星)	 前面很棒，可历史造就悲剧，所以没有看后面的。            
(5星)	 但愿人长久，千里共婵娟            
(5星)	 前三集来了个大高潮，排骨仔很给力！其他的不解释。。日本万衰，万万衰~~~~~仲有仲有 。。。梁非凡！食屎啦！！！！哈哈哈哈哈            
(5星)	 邓萃雯在里面太御姐太帅了。。。            
(NA)	 豪，，很豪，邓萃雯我看着佩服和心痛的一个人，娴熟的演技，沉稳的气质，九姑娘的角色很出色！            
(NA)	 经典组合..            
(5星)	 好片!!!!            
(NA)	 陈法拉一出场我感觉这个人物将来必被强奸 ,看下猜中没 ...            
(4星)	 邓萃雯一直很合我眼缘。            
(5星)	 真好看            
(4星)	 前半部简直神作，后面则有点拉低平均分了            
(5星)	 越来越喜欢邓萃雯，感觉好犀利的样子            
(3星)	None
(5星)	 极具张力和气场            
(5星)	  九姑娘是神啊！！四奶奶是神啊！！邓萃雯是神啊！！！            
(5星)	 很喜欢邓萃雯演的九姑娘！！！！真是让人又爱又恨！            
(3星)	 说不清的感觉            
(5星)	 前几集真的很精彩，每个人的演技都很到位            
(5星)	 太感动了！！！            
(4星)	 後面幾集真的不太好看 爛尾啊 爲什麽總這樣            
(4星)	 比较喜欢            
(NA)	 邓萃雯彻底震撼了            
(5星)	 虽然故事铺得有点大到中后hold不住了，但演员太棒，前半部非常精彩。个人觉得相比第一部完成度更高，人物个性更丰满。是一部非常具有情怀的电视剧，爱国情怀，浪漫情怀等等，非常喜欢，醒哥太迷人了，黎耀祥诠释得太TM好了            
(NA)	 这个题材比较适合引进吗            
(4星)	 非常有时代感，鸦片、防空洞、猪猡里、收音机广播、胜利队、大锅饭、蒸汽火车、码头轮渡等等，不知不觉就回到当年人心惶惶战争里，那个漫天硝烟的广州。            
(4星)	 主演的演技有目共睹，只不过剧情较上一部还是弱了一点，主要是部分剧情太拖拉。友情终于变爱情了。不过我还是喜欢上一部的友情啊。陈法拉的演技还是不行啊，角色也拖沓剧情。敖嘉年的演技真不错，等着你爆红啊。惠英红等一帮老戏骨还真是给力。看到重逢的时候还真是很感动啊，差点飙泪啊~            
(5星)	 天作之合             
(5星)	 与第一部一样，没令人失望，同时由于加入了民族大义而更为大气。遗憾的是，片中有些内容在表达上存在不足，特别是九姑娘落难集中营的那段。            
(4星)	 这才是演技~            
(5星)	None
(5星)	 終於把這部戲看完了.稀裡嘩啦的..九姑娘這么好戲居然沒拿到影后.真替她不值!!!!真喜歡黎耀祥演的角色.總是好男人.總是有情有義.總是足智多謀..真想找個這樣的人相伴一生            
(5星)	 柴九！人生有多少个十年！哭过，笑过，自由过，死过，不亏！            
(4星)	 如果后期制作不是那么赶工，这部戏的水准可能达到TVB的史上最高            
(NA)	 我觉得是tvb再次难以超越的好看了            
(5星)	None
(5星)	 看得我热血沸腾的            
(5星)	 即使看了一年之久 还是对 人生有多少个十年 最重要的是痛快。            
(5星)	 精彩，看完了好久都没有恢复过来。            
(4星)	 好看。。。            
(5星)	 好好看啊~~~总是在后一年才看TVB前一年的剧~~            
(4星)	 邓萃雯演技越来越精湛了，因为她，我才看的这部剧，果然精彩            
(4星)	 难得看看TVB~ 虽有不适，结尾两个人的背影，成功戳中泪点。。。            
(5星)	 生要一起生，死要一起死！相识，相知，相依。是义，是情，是爱。即便不曾有过誓言，却等着彼此30年。#巾帼枭雄之义海豪情# 乱世出枭雄，乱世有真情。很久没看过这么感人肺腑的情节            
(5星)	 看了1绝对要看2！何况还是台庆剧，1是柴九精神，2是九姑娘信念！两部皆深人心。            
(5星)	 经典，收藏了            
(5星)	 好看！！！ 但当我看到后来忽然有一天发现 刘醒是周伯通的时候 我就不得不在他帅的时候笑场了 对不住            
(5星)	 可不可以打六颗星？            
(5星)	 挺感人的。            
(4星)	 黎耀祥，邓萃雯，这才是义海豪情、荡气回肠的TVB大戏！            
(5星)	 唯一完整看过的TVB电视剧            
(5星)	 九姑娘！！！醒哥，本来看他就猪八戒的，现在帅死了。最后最幸福的还是傻傻的排骨。            
(5星)	 看完后百感交集！            
(5星)	 演技派的实力表演            
(5星)	 完完全全的10分啊!!!无论人物故事感情演技都没话说...不过其实晴晴的戏份是有点多了- -..            
(5星)	 好精彩，邓萃雯演技一级棒，戒鸦片那节把我看哭了            
(5星)	 人物鲜明，剧情饱满，有血有肉的tvb好剧！            
(5星)	 爱黎耀祥~~~            
(5星)	 哎~~我能有幸遇到这样的男人吗？            
(4星)	 对抗战的侧面描写有些简单得一厢情愿了，好在故事整体还算荡气回肠。太爱刘醒这个男人。            
(4星)	 但愿人长久，千里共婵娟。            
(5星)	 这几年TVB难得的经典，比所谓的第一部好看            
(5星)	 TVB经典            
(NA)	 矮油我的九姑娘！！！！            
