http://movie.douban.com/subject/3926132/	爱情公寓
(5星)	 欢乐            
(3星)	 不咋样            
(3星)	 就像一群神经病在发神经，搞笑            
(3星)	None
(5星)	 管他有没有抄袭 把我逗笑了就行            
(NA)	 暑假在家可以和朋友们一起哈哈o(*≧▽≦)ツ这样看完打发一下午的剧=w=            
(4星)	 轻松一刻            
(NA)	 这种题材在中国来说算是第一次，剧中的演员都还不错，蛮招人喜欢的~            
(5星)	 欢乐~            
(5星)	 某人的推荐去看的，台词很爆笑。            
(4星)	 雖然知道有抄襲，但還是可看的——比那些抄韓劇台劇偶像劇的好多了            
(5星)	 很好，轻松搞笑，有些剧情是挺2B的。。但看喜剧那么认真干什么。            
(4星)	 超搞笑的有木有，我的嘴没合拢过啊，O(∩_∩)O哈哈~~~            
(3星)	 如果没有那么多人拼命说好，或许我会打四星            
(4星)	 曾老师:o            
(5星)	 国产情景剧中的经典，超级搞笑            
(5星)	 极度推荐啊亲。            
(1星)	 又想模仿美剧中那些人的说话方式，结局也只是东施效颦罢了。。。说是现代版《武林外传》，也太侮辱《武林外传》了。。。看来台词功底真的很重要，尤其是对于戏剧！            
(5星)	 我不知道用什么表情好，这个时候，只要笑就可以了！哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈*´∀`)´∀`)*´∀`)*´∀`)            
(1星)	 抄的很过瘾是吧            
(2星)	 拿浅薄当幽默。            
(4星)	 没营养但是很搞笑            
(4星)	 终于看了爱情公寓，而且看完了，不错看，比想象的好玩很多，好评哦亲            
(5星)	 喜欢展博···            
(3星)	 淡季的时候上班打酱油，笑笑乐乐的看完。喜欢宛瑜和展博这对。            
(NA)	 第一季比第二季好看            
(5星)	 很好笑~            
(4星)	 这群二货给了我太多欢乐~~~~            
(5星)	 感觉像复习了一遍friends，五星纯属恶搞。            
(5星)	 虽然很山寨，但很给力            
(NA)	 我是借此片吐槽的。。。和一位要去英国的小朋友传剧‘练听力’，在我有诚意的拷给他一堆黑爵士，lb，black books，psychoville，sp，tbbt后，他向我强烈推荐此片并表示这个片要是英语的就最好了，我好奇的接过来并看了。。。。感觉我白浪费一顿饭的时间，他就应该去买几套传统sitcom盗版碟看的            
(5星)	 笑~            
(3星)	 非常有都市小白领的生活情趣...不过，对比下来，好像自己的生活比较单调。            
(5星)	 太经典了！            
(3星)	 不管怎么来的，演员都是中国人，而且的确搞笑，这就行了            
(5星)	 绝对的神作..不解释..            
(5星)	 曾哥无敌的小眼神，还有吕小布各种贱哈。            
(5星)	None
(4星)	 曾经心情最不好的一段时间，每天晚上一集的疗伤好剧            
(5星)	 向TBBT致敬制作，我喜欢。            
(1星)	 老友记，tbbt，HIMYM，抄袭的真是足够明显。它抄袭的美剧编剧都非常出色，必然很多人喜欢。但也正因为抄袭，无法持续看完一集，因为吃别人嚼过的馒头，即使不难吃，也还是恶心。            
(4星)	 虽然没那么那么那么牛逼 各种笑点也不像几年前那部神一般的轻喜剧武林外传一样有意思 但是不得不说 在当今这样一个笑点越来越奇怪越来越难把握的时代 一部喜剧做成这样 的确很出挑了...我喜欢一菲            
(5星)	 笑道抽筋。。            
(5星)	 期待第三部啊            
(5星)	 原本还嫌弃国产的呢却被里面的黑色幽默给吸引住了。            
(4星)	 中国的情景喜剧在探讨与实践中进步，但要有自己特色的剧情不要一味的去照搬抄袭            
(5星)	 哈哈....很适合消遣            
(4星)	 很搞笑啊            
(5星)	 其实远不足五星，但国产片实在少诚意之作，20的长度中有些剧集实属应付之作，但总体质量很高。            
(5星)	 O(∩_∩)O哈哈~搞笑~！            
(NA)	  还是比较喜欢，二，            
(5星)	 大概可以排在武林外传后面吧~            
(5星)	 如果一部电视剧看得你不希望它结束，那么有什么理由不给五星？据说有借鉴老友记，所以我特意去看了老友记，不过第一季都没看完，因为我不知道为什么实在笑不出来            
(NA)	 最喜欢展博和婉瑜了~            
(4星)	 难得的国产搞笑电视剧。            
(4星)	 知人知面不知心，天若有情天亦老。我怎么觉得展博很像欢乐家庭里那个小儿子？            
(5星)	 还不错            
(5星)	 玩的都是中国文字的冷幽默，非常对我的胃口。几个演员演的都非常好！最爱曾小贤和吕子乔啊！！说抄袭的都去死吧！一个是美式幽默一个是中式幽默，中国文字可以玩出很多花样一句话可以延伸出多种意思，每个人被戳中的点不同但是都能找到自己想要的意思。            
(5星)	 第二部更好            
(5星)	 难得一见的国内电视剧精品            
(4星)	 笑死了。。            
(5星)	 挺有笑点,不做作.我喜欢第一部.            
(4星)	 一群可爱的年轻人。。很喜欢            
(4星)	 娄艺潇！  你要加油！            
(5星)	 名副其实的喜剧。这样，就够了。            
(3星)	 对于纯正国产电视剧来说已经算是很不错的，虽然某些地方编剧、演员都显得过于NC，有明显为了搞笑而搞笑和模仿Friends之嫌。二看了一集，突然换了几个主演，看不下去了。            
(5星)	None
(4星)	 抄袭得也算有诚意            
(5星)	 赞。。赞。。            
(5星)	 爆笑！其实模仿并没有什么错，还是要看笑点亮不亮            
(4星)	 本着良心，真是不错            
(5星)	 哈哈~好笑~！！            
(5星)	 啥也不说了。必须的。五星！            
(5星)	 哈哈哈哈哈 各种愚蠢            
(5星)	 还是原配好……            
(5星)	 哈哈哈            
(4星)	 撇开这个剧的其他不说，反正我是被逗笑了。            
(5星)	 桥段，就是能拿过来用的，用好了才是好剧集            
(5星)	 雖然都是抄襲，而且實際並沒有什麽營養，但還是很愛。            
(5星)	 这个绝对是经典。。。            
(4星)	 哈哈 好搞笑的 特别是美嘉 子乔 和 关谷那段打牌的段子 百看不厌            
(4星)	 变形金刚随时变形状 变形金刚随时变形状 变形金刚随时变形状             
(5星)	 总嫌不够            
(5星)	 好看乜~~~小贤+一菲and子乔+美嘉            
(4星)	 很值得看看,或许跟那什么什么很像,但至少很有诚意            
(4星)	 国产情景喜剧的楷模            
(5星)	 内地少有的真正搞笑剧。。。            
(5星)	 那个寒假很欢乐            
(5星)	 从第一眼看到你的时候，我便爱上了你，如果要给这份爱加一个期限，我希望是，越来越远            
(5星)	 蚯蚓小饼干什么的~正中我那实在不高的笑点啊。            
(4星)	 略看，分不清1还是2            
(3星)	 语言丰富            
(2星)	 老友记元素太多，没有新意。            
(5星)	 给力            
(4星)	 喜欢美嘉~~            
(5星)	 感谢～            
(4星)	 别说什么模仿，抄袭，什么美剧的影子。。起码我觉得这是一种改革和进步            
(4星)	 看的精彩片段剪辑版 太搞了 剧中的人物性格让我想到了小白            
(5星)	 笑而不语            
(5星)	 太棒了，和武林外传一样好看！            
(5星)	 期待三            
(4星)	 看时能暂时忘却烦恼，陪我度过了一段艰难的时光。            
(4星)	 虽然很多情节模仿TBBT和老友记还是什么的。但是毕竟中国人看着亲切。笑点那是妥妥的有。            
(5星)	 笑到我肚子抽筋            
(5星)	 就是喜欢            
(3星)	 有些笑点还行。蛮喜欢关谷君滴~            
(5星)	 这是我看过的最好的国内喜剧！！！大爱！！！高考后的时光啊！            
(5星)	 情人节怎么会有台风。。。- -            
(5星)	 不多说了，无删节版更给力            
(3星)	 2009年老友记            
(5星)	 爱一菲            
(5星)	 很爱小贤一非那对            
(1星)	 没看过 不能打零星 只能说抄袭 抄HIMYM ？ 去死吧 垃圾 某些所谓编剧对知识产权的尊重真差 侮辱编剧这个词            
(1星)	 模仿  傻逼 真他妈给中国人丢脸            
(4星)	 想起EX了~悲剧！            
(5星)	 好看            
(3星)	 又是一部类似“武林外传”的剧集，还是觉得不好笑呀。。            
(5星)	 卧槽，我就是觉得这个好看爆了！            
(5星)	 实在是有太多的经典对白了..这组合实在是太搞笑了            
(4星)	 爱关谷，疼小贤！哈哈！展博啥时候能不要这么二啊？            
(5星)	 宛瑜。。。~~~~~~~            
(4星)	 好笑            
(5星)	 真的很爱            
(5星)	 力荐，真是个不错的连续剧，难得的国产电视剧精华。文中对白经典幽默，人物性格鲜明，故事情节搞笑幽默。非常喜欢。值得一看再看。            
(5星)	None
(5星)	 最爱的国产剧了            
(5星)	 太好太好太好太好笑了吧！！！！！            
(3星)	 山寨行为永远难以忍受。            
(5星)	 这个弱智剧我竟然看完了1 还看完了2 还要等着3             
(4星)	 缺少点自己的东西，看到了太多美剧的影子~~~~~作为鼓励，中国应该有自己出色的作品            
