http://movie.douban.com/subject/3197006/	越狱  第四季 Prison Break Season 4
(4星)	 还是觉得第二季好看啊，这季感觉就是所有人物都跳出来露个脸，完！            
(5星)	 完美            
(3星)	 season4 22episodes(2008)。michael和老母拿枪对峙，Paul Kellerman竟然最后出现神救场orz，各种狗血            
(2星)	 跟第一季水平差太远了。            
(3星)	 继续本着有始有终的优良品质，我把它看完了，看得我郁闷的啊！            
(4星)	 当经典已成往事不如当往事成为经典            
(4星)	 对于越狱，我从来没有猜中结局。            
(5星)	 这季太黑暗了太揪心了 sara的回忆太多了 反正就是让我煎熬啊= =我爱马宏大叔 我恨美国fbi~~~~~~~~为什么要mike死 我不愿意啊            
(4星)	 just can&#39;t stand the ending. 纪念我逝去的青春，那个纸鹤。。。2005            
(5星)	 总会走到结束            
(3星)	 已经被不停地BRAK IN/OUT搞得心都烦，终于盼来了ENDING。最后的片尾曲令人非常伤感。回首过来，这出戏从05年开始陪伴着我们成长。从每天都紧张地等着到没耐性地看完，但我还是不喜欢这样地结局。竟然你可以睁着瞎眼让SARA“复活”，为啥一定要MICHEAL死掉。我去~！            
(3星)	 第一季是经典（五星），第二季是画蛇添足（四星），第三季以后就是狗尾续貂了（三星）。            
(5星)	 大结局啊！怎么就让麦克死了呢？！心疼啊！            
(NA)	 好看            
(4星)	 还好            
(3星)	 纯粹是为了不烂尾而看            
(1星)	 比起第一部，呵呵~~呵呵~~            
(4星)	 看到后面简直失去耐性            
(3星)	 第三季的时候，就知道肯定有第四季，只是到了看第四季，完全没有当初第一季的激动，只是为了看而看。。。。看得累            
(5星)	 完结篇 与传统的美国电影的英雄不死的结局不同 michael 走完了他的人生 辉煌的一生            
(3星)	 都没看全。。。            
(5星)	 这一部 最爱 ！！！感觉是一部好莱坞悬疑大片 ！！！！！！！            
(5星)	 桑感  不过SELF后来叛变那点太2B了            
(3星)	 终于编完了。            
(NA)	 喜欢呐            
(3星)	 由于第三季的收视实在惨不忍睹，第四季算是最后一季了，不过仍旧不太精彩，但至少还比第三季稍微好看点。莎拉因为第二季末尾怀孕了所以被死亡了，结果为了收视编剧在第四季中又让她回来了，美国的编剧还真是神奇。“越狱”，拜拜啦。。            
(2星)	 只为了看完            
(4星)	 越狱的终结，也是我真正开始追的剧。            
(4星)	 变特工片了            
(5星)	 精彩！            
(2星)	 不太好看，味同嚼蜡。            
(5星)	 米勒你敢再胖点么？            
(3星)	 是因为看了两遍的原因吗。。感觉好无聊。。不过前半部分凑齐6个card还是很精彩的。。。可到了最后露出company本质的时候，感觉好无聊，有些失望。。。搞了三季多就是为了这么个东西。尤其是最后6集，拖拖拉拉，没有主题。。。纠结纠结。。。但是最喜欢最后5分钟，很温馨~~自由，崇高至上的追求。            
(5星)	 有点短了，为什么要把男主拍的死掉了            
(2星)	 到后来是看不下去了            
(3星)	 结局收的有点急            
(5星)	 人民警察Bellick，第一季横行霸道，第二季处处小心眼处处使坏，第三季被折磨的死去活来，第四季，成了类似于中国传说中的黄继光雷锋那样的人物。当徽章放在他的遗体上，人们不再嘲笑他的愚蠢和阴险。他这就叫死的光荣。            
(4星)	 老实说第四季变得可真是有点儿凑合了，不过对于这样一个始终神一样存在的主角安排一个最终仙逝的结局还算是明智的            
(3星)	 4年的电视剧 ， 曾被我一个暑期终结，那是我最远猛的电视剧记录，后来再找不到 prison break 类似剧了            
(5星)	None
(4星)	 总算看完了，帅哥变肥仔。我发现我最喜欢的还是Mahone，多睿智隐忍的叔啊！剧情就不谈了，被骗无数次后还是莫名其妙地相信了一个和前一次相同的戏码，赌的尼玛是人品吧…            
(3星)	 剧情又开始紧张起来了，但是这结局也太草率太扯淡了吧！！！结局丢了一分啊。。。            
(5星)	 没理解最后为什么他没复婚而是和她结婚了            
(3星)	 真心只有S1好看。            
(4星)	 然后巴拉巴拉，迈克就死了……然后就完了            
(3星)	 这还是当年的PB吗,和S1相差太远.            
(5星)	 喜欢、            
(NA)	 他都长胖了            
(5星)	 These all are respectable gentlemen.            
(4星)	 结局不是皆大欢喜，挺好的。            
(3星)	 其实最后没追完... ...不过到后来就只是个习惯而已            
(4星)	 嘤嘤嘤            
(5星)	 这应该是我第一次看的美剧。            
(5星)	 我的MICHAEL怎么死了！！！无法接受！！！            
(4星)	 be the change you want to see in the world.            
(4星)	 这部让我有种看不下去了的感觉，很不耐烦了，一老重复，就是不让这件事情结局，坏人死了一个又来一个，没完没了，唉，还是有始有终啊，坚持看完了~            
(4星)	 啊啊...赖皮的T T            
(5星)	 PB is the best            
(5星)	 最喜欢的一季            
(5星)	 马宏好帅            
(3星)	 没有看完最后7集            
(5星)	None
(4星)	 能撑到第四季真的很不容易了            
(3星)	 冗长            
(4星)	 终于完了，看似美好的结局。。            
(3星)	 第四季是刚看完的，可能前几季是高中看的，审美力还比较低第四季前几集还是比较好看的，竟然走了侠盗片呃路子。。然后剧情慢慢的就开始胡诌了，想一出是一出。铺垫什么的都是浮云，智商什么的都是应急，玩起了爱恨情仇。折腾了二十多集，我看的也很辛苦。结尾的时候我还挺感叹。。第一部完整的美剧啊。            
(3星)	 LINC也太头脑简单了。没意思。还是那句话，比&#39;&#39;24小时&#39;差远了            
(5星)	 她才是他的大团圆。            
(5星)	 剧情那个纠结。            
(5星)	 麦克的死是必然的，不然成就不了这部片的伟大，在不停的逃亡、追杀、不信任中，剩下的几人彼此间已是无形的血缘关系，为了自由，终将自由。ps：T-BAG接着跟监狱搞笑吧，那里还是比较适合他            
(4星)	 追了n年的一部剧，n年的回忆啊。            
(3星)	 有点扯了。。。什么盒子，晕            
(3星)	 我是耐着性子看下去了，最后算什么，大家欢乐出场大结局么            
(4星)	 忘干净了都            
(4星)	 比2、3精彩多了，一个暑假终于结束了越狱四季。。竟有些失落不舍            
(4星)	 追了4年的美剧...也是第一部看的美剧            
(3星)	 死了的这个结局可以接受。没死估计还要越OTL            
(NA)	 我知道为什么把唛扣写死了=   = 因为编剧很怕要编第五季~因为再有第五季我就被折磨死了=   =!不是亲生的狗血桥段都粗线了!干脆在一起好了!            
(5星)	 总是能体会到峰回路转的喜悦            
(5星)	 五星，为了最后结局放得那首歌            
(4星)	 季终的时候我还在上高三，只能下晚自习回家偷偷摸摸看......            
(2星)	 那个猫女哪猫女哪 !!导演貌似最后把她忘了            
(3星)	  诶。结尾烂俗了。            
(4星)	 还是挂了 唉            
(5星)	 Goodbye, Mike!            
(5星)	 好看的不得了            
(4星)	 片尾曲加一星            
(NA)	 It&#39;s real.            
(2星)	 越拍越烂            
(5星)	 我爱micheal            
(NA)	 当年对除了第一季外的越狱都讨厌的要死，最近两个月捡起来重新看,说明我现在是多无聊......发现自己最爱的居然是kellerman和Mahone最初非好感的Feds            
(3星)	 苦逼季            
(NA)	 肥的            
(4星)	 终于看完了，好空liaoliao哦~~~空虚啊。MICHAEL!!!他越来越肥了，但还是一副纯良样。英雄完美的一生就是：他成就的人都live happy together after，然后过时过节围着他的坟墓be grateful！我想作为编剧除此之外都不知拿他的英雄怎么办。            
(3星)	 编剧太能鬼扯了~            
(4星)	 尘归尘，土归土            
(NA)	 太乱了，最后结局太不好了            
(5星)	 总算是把四季都看完了。还是第一部精彩，从第三季开始变味。结局不是很满意，支持我看下去的是弄死茶包的期望，以及每个人的结局，不过似乎编剧对于主要几个角色都太仁慈，而相反对次要角色太残忍，这也是影视作品的惯例吧。要是不这样写，都弄得公平，故事也就不精彩了。说到底还是观众心里就不需要公            
