http://movie.douban.com/subject/2085721/	小龙人
(5星)	 伴随童年的你我一起，难忘的回忆。我是一个小龙人，小龙人。我有一个小秘密，小秘密。            
(3星)	 儿时的记忆啊 哈哈            
(NA)	 我有许多小秘密，小秘密，小秘密……就不告诉你            
(5星)	 那时我天天必看            
(5星)	 哗喳就没了的童年...            
(4星)	 这是我爸最反对我看得，说看了怕我学飞跳楼~- -狂汗~            
(4星)	 小时候看的，有点忘了。只知道“找妈妈”            
(5星)	 好怀念啊！            
(5星)	 妈妈给我买了全套书            
(NA)	 这是我小时候觉得最恐怖的小孩形象。            
(NA)	 长大了最好不要再看            
(4星)	 当年哭点低            
(NA)	 小朋友现在应该多大了呢            
(NA)	 历尽千辛找妈妈            
(NA)	 据说我当年长得很像他。。。            
(4星)	 我就不告诉你 ～ 就不告诉你～就不告诉你～            
(NA)	 是我们这一代人的心理标志            
(5星)	 就不告诉你 ～             
(4星)	 怀念            
(4星)	 童年的回忆啊            
(5星)	 就不告诉你            
(NA)	 片头曲记得最清楚，哈哈            
(5星)	 大爱！梦想！            
(5星)	 就还记得歌了，我有许多小秘密小秘密            
(5星)	 我头上有支角，后面那句不记得怎么唱了            
(NA)	 好怀念哦            
(5星)	 晚饭时间的等待            
(NA)	 簡直就是小學時代的還珠格格 每年暑假必播 所以我必看...            
(4星)	 曾有段时间上TT都会哼“头上有只角，有只角，有只角……”囧            
(3星)	 就不告诉你，就不告诉你，就不告诉你            
(5星)	 影响我整个童年            
(5星)	 就不告诉你就不告诉你就不告诉你~~~            
(3星)	 -_,-经典啊            
(3星)	 柳田竟是我师妹            
(NA)	 到底谁是小龙人的妈妈            
(3星)	 我头上有犄角、我身后有尾巴，大学同学打牌赢了就唱这歌，我们狂汗！！            
(1星)	 垃圾片            
(5星)	 记得看结尾时很难受            
(4星)	 主题曲很恐怖            
(4星)	 小时候，很远很远的记忆            
(4星)	 就不告诉你            
(3星)	 还记得那个绿头发的小男孩么            
(4星)	 小龙人找妈妈啊~~            
(3星)	 就不告诉你。。。。            
(3星)	 好吧，我看这个也哭过~            
(5星)	 en 1992            
(5星)	 头上有犄角，身后有尾巴，谁也不知道，我有多少秘密．．．就不告诉你．．．            
(NA)	 啊哈哈哈哈 小时候怎麽会看这种            
(4星)	 每晚必看 CCTV7啊 MS当初是8点左右放吧            
(5星)	 我可以把你也归到动画片里吧,后来找到妈妈了吗?            
(5星)	 怀念一下            
(5星)	 共同的记忆，共同的温软            
(4星)	 儿时最清晰的记忆之一            
(5星)	 原来龙人是男的....            
(4星)	 遥远呢。            
(3星)	 感觉曾经也有万小孩空巷过吧。。。            
(5星)	 那两首主题歌，到现在还记得。小青龙，找妈妈            
(5星)	 童年记忆里深刻的...            
(5星)	 童年的回忆            
(4星)	 就不告诉你。。            
(5星)	 我有许多小秘密             
(4星)	 也许直到有自己的孩子才会再重新看一遍的,经典的怀念            
(5星)	 刚上小学，寒假，每天在《小龙人》与《一代女皇武则天》中度过。            
(5星)	 哦 这都有！            
(3星)	 我头上有犄角，我身后有尾巴。可爱的小龙人。            
(5星)	 宝宝哥，我喜欢你。。            
(3星)	 小时候没看完，直到现在            
(NA)	 童年回忆             
(NA)	 呵呵，小龙人，什么时候我头上也长那么一个角角            
(4星)	 好像是小时候看的第一部有非现实东西揉杂在里面的剧集了吧，印象深刻，很好看。            
(NA)	 看过很多次，绝对喜欢。            
(NA)	 前两年看电视小龙人都做乐队了，真逗！            
(4星)	   小时候挺害怕的...            
(NA)	 我是一条小青龙            
(5星)	 印象深刻啊            
(5星)	 那时虽然年纪小，但是看到小龙人很为他难过。老实讲到现在我还是牵挂着小龙人找没找到妈妈？            
(NA)	 记得当时年纪小            
(NA)	 现在不明白小时候为什么那样子的迷恋...            
(NA)	 最近经常提起，剧中的小演员都长大了，变成大人，可我心里却依旧希望他们保持着往日的模样            
(NA)	 童年的时候，童年的片。            
(4星)	 就不告诉你就不告诉你            
(4星)	 我小时候每天看的～我至今还觉得那个小龙人健齿奶糖很吃来～            
(NA)	 無比的懷念            
(4星)	 我那時光中的童年喔..            
(5星)	 小时候真的看得津津有味的！            
(NA)	 为看不成它而流了多少泪……            
(5星)	 小龙人            
(5星)	 豆瓣居然连这个也有！不可思议。美丽童年回忆中的一分子            
(5星)	 不是怀念电视里的情节,而是那种小时候小朋友在一起看的感觉,很想再看一次            
(2星)	 现在想起来，这片子真是烂啊……            
(NA)	 小时候看过            
(5星)	 童年的回忆  尽管很多情节都淡忘了            
(NA)	 我的小龙人一去不回来……            
(4星)	 啊！！！！！！！！！！！！            
(NA)	 为什么我不记得我看过?            
(5星)	 伴随我们的成长 童年永久的记忆~~            
(3星)	 某个假期就是靠它度过的……            
(5星)	 翠翠婆婆~            
(5星)	 这是童年。            
(4星)	 当年的我到哪里去了            
(5星)	 我的童年            
(2星)	 我当时就纳闷儿，那孩子整个塑胶尾巴就是龙人儿了啊，那我披个床单是不是就成天使了？！哈哈，纯看热闹，当时还有别的选择吗？中国的小孩儿啊……            
(4星)	 中央二台的暑期节目啊~            
(NA)	 鹦鹉婆婆，那时候觉得好美的龙女。            
(5星)	 我有一个小秘密，小秘密，小秘密~~~（贫孩子）            
(4星)	 宝宝贝贝奇奇！美好的童年……            
(3星)	 京味十足            
(5星)	 就不告诉你 就不告诉你 就不告诉你            
(5星)	 没得说~~~！            
(5星)	 童年            
(3星)	 怀念啊怀念            
(4星)	 童年的回忆啊~~            
(5星)	 懷念童年            
(NA)	 啊，是记忆深处的，太好了            
(5星)	 俺小学跳过小龙人的舞来着            
(4星)	 就不告诉你就不告诉你，就不~~告诉你！            
(5星)	 非常好看的一部儿童片 貌似现在被禁了？            
(3星)	 惊讶！竟然在这里找到了！！            
(5星)	 我有许多的小秘密 就不告诉你            
(5星)	 心酸的小龙人            
(3星)	 小时候听爱看的。            
(4星)	 再次小时候的回忆。。好神秘啊，，那是觉得            
(3星)	 我是一条小青龙  我有许多的小秘密..            
(3星)	 我头上有犄角，犄角，我身后有尾巴，尾巴，谁也不知道，知道，我又多少，秘密。            
(4星)	 宝宝贝贝琪琪 小龙人 记得里面的每一首歌             
(5星)	 最应该重播的电视剧！！！！！            
(5星)	 就不告诉你，就不告诉你，就不告诉你～～            
(NA)	 小时候看的，当时哭得淅沥哗啦的            
(5星)	 永远的小秘密            
(5星)	 想想那时 真的很美好            
(4星)	 童年回忆            
(5星)	 我有许多小秘密，可总觉得没看到结尾，他找到妈妈了吗？            
(4星)	 怀念。。            
(4星)	 童年之梦            
(5星)	 好想念。            
(4星)	 小时候每个小朋友必看            
(NA)	 偶记得偶看这部片子的时候，刚好小学毕业。现在回想起来，那是多么遥远的事情了哦。            
(5星)	 超好的一部.....            
(4星)	 前段时间有同学再看，说发现这就是一部爱国主义教育片            
(3星)	 居然连这个电视剧都有..不过我不记得讲什么了``            
(NA)	 就不告诉你就不告诉你就不告诉你~            
(5星)	 这个么经典嘞            
(NA)	 主题曲的演唱者竟然在SU。。。            
(4星)	 小龍人是我童年印象男女不分的首例，其後就是許仙了。            
(2星)	 小时候的。。。就不告诉你。。。            
(4星)	 不是多好,只是很值得纪念            
(5星)	 就不告诉你，就不告诉你，就不告~诉~你~            
(4星)	 &#34;就不告诉你,就不告诉你,就不,告诉你~~~&#34;            
(5星)	 好早的时候            
(4星)	 就不告诉你！童年的回忆啊，超可爱呀。当时曾经特别害怕鹦鹉婆婆...            
(5星)	 我有一个小秘密 小秘密            
(5星)	 光屁股。。            
(NA)	 很早就看过            
(5星)	 小时候的最高崇拜境界            
(3星)	 现在看来有些傻            
(4星)	 头上有犄角，身后有尾巴我小时候可乐意看了            
(5星)	 儿时的回忆~            
(5星)	 吃泡泡糖是为了飞            
(5星)	 很小很小的时候看过--很想去冒险,很想去寻找探索            
(3星)	 我是一个小龙人！            
